-181.379, 62.257, 3.264, 17.600
-181.379, 61.929, 3.297, 17.800
-181.380, 61.597, 3.329, 18.000
-181.380, 61.262, 3.362, 18.200
-181.381, 60.924, 3.396, 18.400
-181.381, 60.582, 3.430, 18.600
-181.382, 60.237, 3.464, 18.800
-181.382, 59.889, 3.498, 19.000
-181.383, 59.537, 3.533, 19.200
-181.384, 59.182, 3.568, 19.400
-181.384, 58.823, 3.604, 19.600
-181.385, 58.460, 3.640, 19.800
-181.385, 58.094, 3.676, 20.000
-181.386, 57.724, 3.713, 20.200
-181.386, 57.351, 3.750, 20.400
-181.387, 56.974, 3.787, 20.600
-181.387, 56.593, 3.825, 20.800
-181.388, 56.208, 3.863, 21.000
-181.388, 55.819, 3.902, 21.200
-181.389, 55.427, 3.940, 21.400
-181.389, 55.031, 3.978, 21.600
-181.389, 54.631, 4.017, 21.800
-181.390, 54.227, 4.056, 22.000
-181.390, 53.819, 4.096, 22.200
-181.391, 53.407, 4.135, 22.400
-181.391, 52.991, 4.175, 22.600
-181.391, 52.571, 4.216, 22.800
-181.392, 52.147, 4.257, 23.000
-181.392, 51.719, 4.299, 23.200
-181.392, 51.286, 4.341, 23.400
-181.392, 50.850, 4.384, 23.600
-181.393, 50.409, 4.427, 23.800
-181.393, 49.964, 4.470, 24.000
-181.393, 49.514, 4.514, 24.200
-181.393, 49.060, 4.558, 24.400
-181.393, 48.602, 4.603, 24.600
-181.394, 48.139, 4.648, 24.800
-181.394, 47.671, 4.693, 25.000
-181.394, 47.199, 4.739, 25.200
-181.394, 46.723, 4.786, 25.400
-181.394, 46.241, 4.833, 25.600
-181.394, 45.755, 4.880, 25.800
-181.394, 45.264, 4.929, 26.000
-181.394, 44.769, 4.977, 26.200
-181.394, 44.268, 5.027, 26.400
-181.394, 43.762, 5.076, 26.600
-181.394, 43.252, 5.115, 26.800
-181.394, 42.744, 5.070, 27.000
-181.394, 42.239, 5.056, 27.200
-181.394, 41.731, 5.091, 27.400
-181.394, 41.217, 5.169, 27.600
-181.394, 40.694, 5.279, 27.800
-181.394, 40.158, 5.400, 28.000
-181.394, 39.611, 5.511, 28.200
-181.394, 39.055, 5.599, 28.400
-181.394, 38.491, 5.662, 28.600
-181.393, 37.923, 5.705, 28.800
-181.393, 37.351, 5.737, 29.000
-181.393, 36.776, 5.769, 29.200
-181.393, 36.197, 5.807, 29.400
-181.392, 35.613, 5.856, 29.600
-181.392, 35.025, 5.914, 29.800
-181.392, 34.429, 5.981, 30.000
-181.391, 33.827, 6.052, 30.200
-181.391, 33.218, 6.123, 30.400
-181.390, 32.601, 6.192, 30.600
-181.390, 31.979, 6.257, 30.800
-181.389, 31.349, 6.319, 31.000
-181.389, 30.714, 6.378, 31.200
-181.388, 30.073, 6.437, 31.400
-181.388, 29.426, 6.497, 31.600
-181.387, 28.773, 6.560, 31.800
-181.386, 28.113, 6.625, 32.000
-181.386, 27.447, 6.693, 32.200
-181.385, 26.774, 6.762, 32.400
-181.384, 26.094, 6.831, 32.600
-181.383, 25.407, 6.898, 32.800
-181.382, 24.713, 6.965, 33.000
-181.381, 24.013, 7.031, 33.200
-181.381, 23.306, 7.098, 33.400
-181.380, 22.593, 7.166, 33.600
-181.379, 21.872, 7.237, 33.800
-181.377, 21.144, 7.308, 34.000
-181.376, 20.409, 7.381, 34.200
-181.375, 19.667, 7.455, 34.400
-181.374, 18.917, 7.529, 34.600
-181.373, 18.160, 7.603, 34.800
-181.371, 17.395, 7.676, 35.000
-181.370, 16.623, 7.750, 35.200
-181.369, 15.844, 7.824, 35.400
-181.367, 15.057, 7.900, 35.600
-181.366, 14.263, 7.977, 35.800
-181.364, 13.460, 8.055, 36.000
-181.362, 12.650, 8.134, 36.200
-181.361, 11.832, 8.215, 36.400
-181.359, 11.006, 8.296, 36.600
-181.357, 10.171, 8.378, 36.800
-181.355, 9.329, 8.461, 37.000
-181.354, 8.478, 8.544, 37.200
-181.352, 7.618, 8.629, 37.400
-181.350, 6.750, 8.714, 37.600
-181.347, 5.874, 8.799, 37.800
-181.345, 4.989, 8.885, 38.000
-181.343, 4.095, 8.973, 38.200
-181.341, 3.193, 9.061, 38.400
-181.338, 2.281, 9.150, 38.600
-181.336, 1.361, 9.240, 38.800
-181.334, 0.432, 9.331, 39.000
-181.331, -0.507, 9.423, 39.200
-181.328, -1.454, 9.515, 39.400
-181.326, -2.411, 9.609, 39.600
-181.323, -3.378, 9.704, 39.800
-181.320, -4.354, 9.799, 40.000
-181.317, -5.339, 9.895, 40.200
-181.314, -6.335, 9.992, 40.400
-181.311, -7.340, 10.090, 40.600
-181.308, -8.354, 10.189, 40.800
-181.304, -9.379, 10.289, 41.000
-181.301, -10.414, 10.390, 41.200
-181.297, -11.459, 10.492, 41.400
-181.294, -12.514, 10.595, 41.600
-181.290, -13.580, 10.698, 41.800
-181.286, -14.656, 10.803, 42.000
-181.283, -15.742, 10.909, 42.200
-181.279, -16.839, 11.016, 42.400
-181.275, -17.947, 11.123, 42.600
-181.270, -19.066, 11.232, 42.800
-181.266, -20.196, 11.342, 43.000
-181.262, -21.336, 11.453, 43.200
-181.257, -22.488, 11.565, 43.400
-181.253, -23.652, 11.679, 43.600
-181.248, -24.826, 11.795, 43.800
-181.243, -26.013, 11.912, 44.000
-181.238, -27.211, 12.031, 44.200
-181.233, -28.421, 12.152, 44.400
-181.228, -29.644, 12.274, 44.600
-181.223, -30.878, 12.397, 44.800
-181.218, -32.125, 12.522, 45.000
-181.212, -33.385, 12.648, 45.200
-181.206, -34.657, 12.774, 45.400
-181.201, -35.942, 12.902, 45.600
-181.195, -37.240, 13.031, 45.800
-181.189, -38.551, 13.161, 46.000
-181.182, -39.874, 13.291, 46.200
-181.176, -41.211, 13.423, 46.400
-181.169, -42.561, 13.556, 46.600
-181.163, -43.925, 13.691, 46.800
-181.156, -45.302, 13.826, 47.000
-181.149, -46.693, 13.963, 47.200
-181.142, -48.097, 14.101, 47.400
-181.135, -49.515, 14.240, 47.600
-181.127, -50.947, 14.380, 47.800
-181.119, -52.394, 14.522, 48.000
-181.112, -53.854, 14.665, 48.200
-181.104, -55.330, 14.810, 48.400
-181.095, -56.819, 14.956, 48.600
-181.087, -58.323, 15.103, 48.800
-181.079, -59.842, 15.251, 49.000
-181.070, -61.376, 15.401, 49.200
-181.061, -62.925, 15.552, 49.400
-181.052, -64.489, 15.705, 49.600
-181.043, -66.069, 15.859, 49.800
-181.033, -67.664, 16.014, 50.000
-181.023, -69.275, 16.170, 50.200
-181.013, -70.901, 16.328, 50.400
-181.003, -72.543, 16.488, 50.600
-180.993, -74.201, 16.648, 50.800
-180.982, -75.876, 16.810, 51.000
-180.972, -77.566, 16.974, 51.200
-180.960, -79.273, 17.138, 51.400
-180.949, -80.997, 17.304, 51.600
-180.938, -82.737, 17.472, 51.800
-180.926, -84.494, 17.641, 52.000
-180.914, -86.268, 17.811, 52.200
-180.901, -88.060, 17.983, 52.400
-180.889, -89.868, 18.151, 52.600
-180.876, -91.692, 18.302, 52.800
-180.863, -93.529, 18.417, 53.000
-180.850, -95.374, 18.470, 53.200
-180.836, -97.218, 18.438, 53.400
-180.822, -99.054, 18.313, 53.600
-180.809, -100.873, 18.119, 53.800
-180.795, -102.669, 17.887, 54.000
-180.781, -104.443, 17.650, 54.200
-180.767, -106.194, 17.431, 54.400
-180.753, -107.926, 17.247, 54.600
-180.740, -109.642, 17.102, 54.800
-180.726, -111.346, 16.996, 55.000
-180.712, -113.042, 16.925, 55.200
-180.698, -114.732, 16.881, 55.400
-180.684, -116.419, 16.854, 55.600
-180.670, -118.104, 16.834, 55.800
-180.656, -119.787, 16.811, 56.000
-180.642, -121.466, 16.776, 56.200
-180.628, -123.141, 16.723, 56.400
-180.613, -124.809, 16.649, 56.600
-180.598, -126.468, 16.555, 56.800
-180.584, -128.117, 16.445, 57.000
-180.569, -129.754, 16.327, 57.200
-180.554, -131.379, 16.207, 57.400
-180.539, -132.993, 16.090, 57.600
-180.524, -134.595, 15.982, 57.800
-180.509, -136.188, 15.885, 58.000
-180.494, -137.771, 15.798, 58.200
-180.479, -139.347, 15.721, 58.400
-180.463, -140.915, 15.651, 58.600
-180.448, -142.476, 15.585, 58.800
-180.433, -144.031, 15.519, 59.000
-180.417, -145.579, 15.452, 59.200
-180.401, -147.120, 15.382, 59.400
-180.386, -148.654, 15.307, 59.600
-180.370, -150.180, 15.228, 59.800
-180.354, -151.698, 15.145, 60.000
-180.338, -153.207, 15.060, 60.200
-180.321, -154.708, 14.975, 60.400
-180.305, -156.201, 14.890, 60.600
-180.289, -157.685, 14.808, 60.800
-180.272, -159.161, 14.728, 61.000
-180.255, -160.629, 14.651, 61.200
-180.239, -162.090, 14.577, 61.400
-180.222, -163.543, 14.505, 61.600
-180.204, -164.990, 14.434, 61.800
-180.187, -166.429, 14.363, 62.000
-180.170, -167.861, 14.292, 62.200
-180.152, -169.286, 14.221, 62.400
-180.134, -170.704, 14.149, 62.600
-180.116, -172.114, 14.077, 62.800
-180.098, -173.518, 14.004, 63.000
-180.079, -174.914, 13.931, 63.200
-180.060, -176.302, 13.859, 63.400
-180.041, -177.684, 13.787, 63.600
-180.022, -179.058, 13.716, 63.800
-180.002, -180.426, 13.645, 64.000
-179.982, -181.786, 13.576, 64.200
-179.962, -183.140, 13.508, 64.400
-179.941, -184.486, 13.440, 64.600
-179.919, -185.826, 13.372, 64.800
-179.898, -187.159, 13.305, 65.000
-179.875, -188.486, 13.238, 65.200
-179.851, -189.806, 13.171, 65.400
-179.827, -191.119, 13.104, 65.600
-179.802, -192.425, 13.038, 65.800
-179.775, -193.725, 12.972, 66.000
-179.746, -195.018, 12.906, 66.200
-179.714, -196.304, 12.840, 66.400
-179.667, -197.583, 12.775, 66.600
-179.592, -198.855, 12.724, 66.800
-179.477, -200.121, 12.712, 67.000
-179.315, -201.383, 12.740, 67.200
-179.101, -202.641, 12.804, 67.400
-178.830, -203.897, 12.903, 67.600
-178.505, -205.152, 13.033, 67.800
-178.128, -206.408, 13.190, 68.000
-177.702, -207.666, 13.367, 68.200
-177.234, -208.929, 13.560, 68.400
-176.730, -210.200, 13.762, 68.600
-176.194, -211.480, 13.967, 68.800
-175.633, -212.772, 14.170, 69.000
-175.049, -214.076, 14.367, 69.200
-174.445, -215.392, 14.556, 69.400
-173.823, -216.719, 14.735, 69.600
-173.184, -218.057, 14.904, 69.800
-172.527, -219.405, 15.063, 70.000
-171.852, -220.762, 15.213, 70.200
-171.160, -222.125, 15.356, 70.400
-170.449, -223.495, 15.494, 70.600
-169.719, -224.871, 15.630, 70.800
-168.972, -226.252, 15.764, 71.000
-168.206, -227.639, 15.900, 71.200
-167.422, -229.031, 16.037, 71.400
-166.622, -230.430, 16.177, 71.600
-165.804, -231.836, 16.321, 71.800
-164.971, -233.250, 16.469, 72.000
-164.122, -234.671, 16.621, 72.200
-163.259, -236.102, 16.776, 72.400
-162.381, -237.542, 16.934, 72.600
-161.489, -238.993, 17.096, 72.800
-160.584, -240.455, 17.261, 73.000
-159.666, -241.928, 17.428, 73.200
-158.735, -243.414, 17.598, 73.400
-157.793, -244.912, 17.770, 73.600
-156.839, -246.424, 17.944, 73.800
-155.875, -247.949, 18.119, 74.000
-154.900, -249.489, 18.296, 74.200
-153.917, -251.044, 18.474, 74.400
-152.925, -252.616, 18.653, 74.600
-151.928, -254.204, 18.833, 74.800
-150.925, -255.811, 19.010, 75.000
-149.920, -257.436, 19.172, 75.200
-148.916, -259.078, 19.305, 75.400
-147.918, -260.736, 19.387, 75.600
-146.933, -262.407, 19.398, 75.800
-145.969, -264.084, 19.324, 76.000
-145.039, -265.767, 19.185, 76.200
-144.151, -267.456, 19.035, 76.400
-143.313, -269.155, 18.914, 76.600
-142.531, -270.871, 18.836, 76.800
-141.806, -272.607, 18.802, 77.000
-141.138, -274.364, 18.808, 77.200
-140.525, -276.145, 18.847, 77.400
-139.962, -277.947, 18.911, 77.600
-139.443, -279.771, 18.992, 77.800
-138.961, -281.613, 19.076, 78.000
-138.508, -283.470, 19.146, 78.200
-138.080, -285.339, 19.182, 78.400
-137.674, -287.212, 19.167, 78.600
-137.289, -289.084, 19.088, 78.800
-136.927, -290.949, 18.950, 79.000
-136.589, -292.802, 18.769, 79.200
-136.277, -294.640, 18.568, 79.400
-135.993, -296.462, 18.367, 79.600
-135.737, -298.269, 18.182, 79.800
-135.509, -300.063, 18.022, 80.000
-135.310, -301.846, 17.891, 80.200
-135.138, -303.621, 17.790, 80.400
-134.993, -305.389, 17.714, 80.600
-134.874, -307.154, 17.658, 80.800
-134.780, -308.915, 17.615, 81.000
-134.711, -310.673, 17.578, 81.200
-134.666, -312.428, 17.540, 81.400
-134.646, -314.179, 17.493, 81.600
-134.651, -315.925, 17.435, 81.800
-134.680, -317.663, 17.360, 82.000
-134.735, -319.393, 17.271, 82.200
-134.817, -321.112, 17.170, 82.400
-134.924, -322.818, 17.060, 82.600
-135.059, -324.512, 16.947, 82.800
-135.222, -326.192, 16.836, 83.000
-135.411, -327.858, 16.730, 83.200
-135.630, -329.510, 16.632, 83.400
-135.876, -331.150, 16.541, 83.600
-136.152, -332.775, 16.459, 83.800
-136.458, -334.388, 16.383, 84.000
-136.793, -335.987, 16.312, 84.200
-137.160, -337.572, 16.243, 84.400
-137.558, -339.142, 16.174, 84.600
-137.988, -340.696, 16.104, 84.800
-138.451, -342.233, 16.031, 85.000
-138.949, -343.752, 15.956, 85.200
-139.481, -345.250, 15.876, 85.400
-140.049, -346.727, 15.794, 85.600
-140.654, -348.180, 15.711, 85.800
-141.296, -349.607, 15.627, 86.000
-141.976, -351.007, 15.543, 86.200
-142.697, -352.378, 15.466, 86.400
-143.457, -353.719, 15.412, 86.600
-144.256, -355.035, 15.406, 86.800
-145.085, -356.337, 15.449, 87.000
-145.935, -357.633, 15.534, 87.200
-146.795, -358.936, 15.651, 87.400
-147.657, -360.254, 15.790, 87.600
-148.513, -361.592, 15.946, 87.800
-149.362, -362.955, 16.117, 88.000
-150.203, -364.342, 16.300, 88.200
-151.039, -365.756, 16.495, 88.400
-151.873, -367.193, 16.700, 88.600
-152.709, -368.653, 16.910, 88.800
-153.551, -370.135, 17.123, 89.000
-154.402, -371.635, 17.338, 89.200
-155.264, -373.154, 17.553, 89.400
-156.140, -374.690, 17.766, 89.600
-157.029, -376.243, 17.978, 89.800
-157.930, -377.813, 18.189, 90.000
-158.843, -379.400, 18.396, 90.200
-159.766, -381.005, 18.602, 90.400
-160.697, -382.629, 18.804, 90.600
-161.636, -384.272, 19.004, 90.800
-162.579, -385.935, 19.201, 91.000
-163.527, -387.618, 19.395, 91.200
-164.478, -389.321, 19.587, 91.400
-165.431, -391.046, 19.777, 91.600
-166.385, -392.791, 19.966, 91.800
-167.339, -394.557, 20.153, 92.000
-168.292, -396.345, 20.340, 92.200
-169.245, -398.154, 20.526, 92.400
-170.195, -399.986, 20.712, 92.600
-171.143, -401.840, 20.897, 92.800
-172.086, -403.716, 21.081, 93.000
-173.025, -405.615, 21.256, 93.200
-173.957, -407.536, 21.409, 93.400
-174.879, -409.475, 21.522, 93.600
-175.789, -411.429, 21.570, 93.800
-176.680, -413.389, 21.526, 94.000
-177.550, -415.348, 21.379, 94.200
-178.393, -417.296, 21.151, 94.400
-179.207, -419.229, 20.876, 94.600
-179.990, -421.145, 20.590, 94.800
-180.743, -423.043, 20.319, 95.000
-181.467, -424.925, 20.082, 95.200
-182.164, -426.796, 19.886, 95.400
-182.835, -428.658, 19.734, 95.600
-183.484, -430.516, 19.624, 95.800
-184.105, -432.373, 19.552, 96.000
-184.695, -434.236, 19.524, 96.200
-185.251, -436.108, 19.536, 96.400
-185.770, -437.995, 19.584, 96.600
-186.255, -439.897, 19.665, 96.800
-186.710, -441.818, 19.775, 97.000
-187.140, -443.757, 19.911, 97.200
-187.553, -445.714, 20.068, 97.400
-187.956, -447.691, 20.242, 97.600
-188.358, -449.687, 20.426, 97.800
-188.761, -451.701, 20.619, 98.000
-189.168, -453.735, 20.818, 98.200
-189.581, -455.788, 21.022, 98.400
-189.998, -457.861, 21.230, 98.600
-190.418, -459.955, 21.441, 98.800
-190.839, -462.070, 21.652, 99.000
-191.259, -464.207, 21.863, 99.200
-191.677, -466.366, 22.073, 99.400
-192.093, -468.546, 22.279, 99.600
-192.504, -470.747, 22.479, 99.800
-192.912, -472.970, 22.671, 100.000
-193.317, -475.211, 22.849, 100.200
-193.717, -477.470, 23.006, 100.400
-194.114, -479.743, 23.134, 100.600
-194.507, -482.028, 23.223, 100.800
-194.895, -484.320, 23.260, 101.000
-195.279, -486.612, 23.242, 101.200
-195.656, -488.901, 23.171, 101.400
-196.028, -491.180, 23.061, 101.600
-196.394, -493.448, 22.929, 101.800
-196.754, -495.704, 22.794, 102.000
-197.107, -497.948, 22.667, 102.200
-197.455, -500.181, 22.557, 102.400
-197.797, -502.405, 22.470, 102.600
-198.135, -504.623, 22.406, 102.800
-198.469, -506.837, 22.366, 103.000
-198.799, -509.048, 22.347, 103.200
-199.125, -511.259, 22.346, 103.400
-199.448, -513.471, 22.360, 103.600
-199.768, -515.686, 22.384, 103.800
-200.085, -517.904, 22.416, 104.000
-200.399, -520.126, 22.452, 104.200
-200.710, -522.352, 22.488, 104.400
-201.019, -524.582, 22.522, 104.600
-201.324, -526.815, 22.549, 104.800
-201.626, -529.050, 22.557, 105.000
-201.925, -531.285, 22.533, 105.200
-202.219, -533.514, 22.463, 105.400
-202.509, -535.735, 22.346, 105.600
-202.793, -537.941, 22.185, 105.800
-203.072, -540.130, 21.993, 106.000
-203.345, -542.299, 21.785, 106.200
-203.612, -544.448, 21.575, 106.400
-203.873, -546.577, 21.376, 106.600
-204.128, -548.689, 21.195, 106.800
-204.379, -550.784, 21.038, 107.000
-204.624, -552.866, 20.905, 107.200
-204.866, -554.936, 20.794, 107.400
-205.103, -556.997, 20.704, 107.600
-205.336, -559.051, 20.629, 107.800
-205.566, -561.097, 20.563, 108.000
-205.791, -563.138, 20.501, 108.200
-206.014, -565.172, 20.436, 108.400
-206.232, -567.200, 20.365, 108.600
-206.446, -569.221, 20.283, 108.800
-206.656, -571.232, 20.188, 109.000
-206.862, -573.234, 20.079, 109.200
-207.064, -575.225, 19.960, 109.400
-207.260, -577.204, 19.834, 109.600
-207.453, -579.170, 19.704, 109.800
-207.640, -581.124, 19.574, 110.000
-207.823, -583.065, 19.449, 110.200
-208.002, -584.995, 19.330, 110.400
-208.175, -586.913, 19.218, 110.600
-208.345, -588.822, 19.115, 110.800
-208.510, -590.721, 19.018, 111.000
-208.671, -592.610, 18.928, 111.200
-208.827, -594.492, 18.841, 111.400
-208.979, -596.365, 18.756, 111.600
-209.127, -598.230, 18.671, 111.800
-209.270, -600.086, 18.585, 112.000
-209.408, -601.935, 18.496, 112.200
-209.542, -603.774, 18.403, 112.400
-209.670, -605.604, 18.308, 112.600
-209.794, -607.425, 18.210, 112.800
-209.913, -609.236, 18.111, 113.000
-210.027, -611.038, 18.011, 113.200
-210.135, -612.830, 17.912, 113.400
-210.238, -614.612, 17.814, 113.600
-210.336, -616.386, 17.719, 113.800
-210.428, -618.150, 17.626, 114.000
-210.514, -619.905, 17.535, 114.200
-210.595, -621.652, 17.447, 114.400
-210.669, -623.390, 17.361, 114.600
-210.738, -625.120, 17.275, 114.800
-210.799, -626.841, 17.191, 115.000
-210.855, -628.554, 17.106, 115.200
-210.903, -630.259, 17.021, 115.400
-210.944, -631.956, 16.936, 115.600
-210.977, -633.644, 16.850, 115.800
-211.003, -635.324, 16.764, 116.000
-211.020, -636.995, 16.677, 116.200
-211.028, -638.658, 16.591, 116.400
-211.027, -640.312, 16.506, 116.600
-211.016, -641.957, 16.421, 116.800
-210.994, -643.594, 16.337, 117.000
-210.961, -645.223, 16.253, 117.200
-210.916, -646.842, 16.171, 117.400
-210.858, -648.454, 16.090, 117.600
-210.785, -650.056, 16.009, 117.800
-210.696, -651.650, 15.929, 118.000
-210.589, -653.234, 15.849, 118.200
-210.464, -654.809, 15.769, 118.400
-210.315, -656.374, 15.689, 118.600
-210.142, -657.928, 15.609, 118.800
-209.940, -659.471, 15.528, 119.000
-209.703, -661.000, 15.446, 119.200
-209.427, -662.514, 15.363, 119.400
-209.112, -664.012, 15.285, 119.600
-208.763, -665.495, 15.213, 119.800
-208.389, -666.965, 15.146, 120.000
-207.997, -668.424, 15.080, 120.200
-207.597, -669.874, 15.011, 120.400
-207.195, -671.316, 14.939, 120.600
-206.795, -672.750, 14.865, 120.800
-206.396, -674.178, 14.788, 121.000
-205.997, -675.597, 14.710, 121.200
-205.596, -677.008, 14.632, 121.400
-205.191, -678.409, 14.554, 121.600
-204.776, -679.799, 14.478, 121.800
-204.351, -681.178, 14.402, 122.000
-203.911, -682.545, 14.329, 122.200
-203.457, -683.899, 14.257, 122.400
-202.985, -685.240, 14.187, 122.600
-202.496, -686.567, 14.117, 122.800
-201.989, -687.880, 14.049, 123.000
-201.462, -689.178, 13.981, 123.200
-200.918, -690.461, 13.913, 123.400
-200.354, -691.728, 13.845, 123.600
-199.770, -692.979, 13.776, 123.800
-199.168, -694.212, 13.707, 124.000
-198.545, -695.429, 13.638, 124.200
-197.902, -696.626, 13.569, 124.400
-197.240, -697.805, 13.501, 124.600
-196.555, -698.964, 13.432, 124.800
-195.850, -700.101, 13.364, 125.000
-195.123, -701.217, 13.298, 125.200
-194.373, -702.310, 13.231, 125.400
-193.601, -703.378, 13.165, 125.600
-192.807, -704.422, 13.101, 125.800
-191.990, -705.440, 13.036, 126.000
-191.149, -706.430, 12.972, 126.200
-190.286, -707.392, 12.908, 126.400
-189.400, -708.325, 12.845, 126.600
-188.492, -709.226, 12.781, 126.800
-187.562, -710.096, 12.718, 127.000
-186.611, -710.933, 12.655, 127.200
-185.640, -711.736, 12.593, 127.400
-184.649, -712.505, 12.531, 127.600
-183.639, -713.239, 12.470, 127.800
-182.612, -713.937, 12.409, 128.000
-181.569, -714.599, 12.349, 128.200
-180.510, -715.225, 12.288, 128.400
-179.437, -715.813, 12.228, 128.600
-178.351, -716.366, 12.169, 128.800
-177.255, -716.882, 12.110, 129.000
-176.148, -717.363, 12.051, 129.200
-175.033, -717.808, 11.993, 129.400
-173.912, -718.219, 11.935, 129.600
-172.784, -718.595, 11.877, 129.800
-171.651, -718.938, 11.820, 130.000
-170.516, -719.250, 11.763, 130.200
-169.378, -719.531, 11.707, 130.400
-168.239, -719.782, 11.650, 130.600
-167.100, -720.004, 11.593, 130.800
-165.961, -720.198, 11.536, 131.000
-164.823, -720.365, 11.479, 131.200
-163.688, -720.502, 11.426, 131.400
-162.553, -720.604, 11.392, 131.600
-161.416, -720.665, 11.395, 131.800
-160.276, -720.684, 11.437, 132.000
-159.129, -720.656, 11.512, 132.200
-157.976, -720.582, 11.618, 132.400
-156.814, -720.460, 11.748, 132.600
-155.643, -720.293, 11.897, 132.800
-154.464, -720.084, 12.059, 133.000
-153.275, -719.833, 12.228, 133.200
-152.077, -719.546, 12.398, 133.400
-150.871, -719.222, 12.567, 133.600
-149.657, -718.865, 12.730, 133.800
-148.436, -718.477, 12.886, 134.000
-147.209, -718.059, 13.033, 134.200
-145.977, -717.611, 13.171, 134.400
-144.742, -717.135, 13.298, 134.600
-143.506, -716.630, 13.404, 134.800
-142.272, -716.097, 13.466, 135.000
-141.048, -715.539, 13.467, 135.200
-139.839, -714.958, 13.404, 135.400
-138.651, -714.355, 13.290, 135.600
-137.487, -713.734, 13.149, 135.800
-136.349, -713.096, 13.004, 136.000
-135.237, -712.440, 12.874, 136.200
-134.148, -711.766, 12.768, 136.400
-133.081, -711.075, 12.690, 136.600
-132.033, -710.366, 12.637, 136.800
-131.003, -709.638, 12.603, 137.000
-129.990, -708.891, 12.580, 137.200
-128.994, -708.125, 12.560, 137.400
-128.015, -707.341, 12.536, 137.600
-127.055, -706.538, 12.503, 137.800
-126.116, -705.718, 12.458, 138.000
-125.199, -704.880, 12.403, 138.200
-124.307, -704.025, 12.338, 138.400
-123.440, -703.154, 12.269, 138.600
-122.602, -702.265, 12.198, 138.800
-121.792, -701.359, 12.129, 139.000
-121.013, -700.436, 12.065, 139.200
-120.266, -699.495, 12.007, 139.400
-119.552, -698.535, 11.954, 139.600
-118.874, -697.555, 11.903, 139.800
