241.594, 129.431, 8.336, 13.817 False
241.316, 129.434, 8.336, 13.850 False
241.038, 129.436, 8.336, 13.883 False
240.760, 129.438, 8.336, 13.916 False
240.482, 129.441, 8.336, 13.949 False
240.205, 129.443, 8.336, 13.982 False
239.927, 129.445, 8.336, 14.015 False
239.649, 129.448, 8.336, 14.048 False
239.371, 129.450, 8.336, 14.081 False
239.093, 129.452, 8.336, 14.114 False
238.815, 129.454, 8.336, 14.147 False
238.537, 129.457, 8.335, 14.180 False
238.260, 129.459, 8.335, 14.213 False
237.982, 129.461, 8.335, 14.246 False
237.704, 129.462, 8.335, 14.279 False
237.426, 129.464, 8.335, 14.312 False
237.148, 129.466, 8.335, 14.345 False
236.870, 129.467, 8.335, 14.378 False
236.593, 129.469, 8.335, 14.411 False
236.315, 129.471, 8.335, 14.444 False
236.037, 129.472, 8.335, 14.477 False
235.759, 129.474, 8.335, 14.510 False
235.481, 129.475, 8.335, 14.543 False
235.204, 129.477, 8.335, 14.576 False
234.926, 129.478, 8.335, 14.609 False
234.648, 129.480, 8.335, 14.642 False
234.370, 129.481, 8.335, 14.675 False
234.092, 129.482, 8.335, 14.708 False
233.815, 129.484, 8.335, 14.741 False
233.537, 129.485, 8.335, 14.774 False
233.259, 129.486, 8.335, 14.807 False
232.981, 129.487, 8.334, 14.840 False
232.703, 129.489, 8.334, 14.873 False
232.426, 129.490, 8.334, 14.906 False
232.148, 129.491, 8.334, 14.939 False
231.870, 129.492, 8.334, 14.972 False
231.592, 129.493, 8.334, 15.005 False
231.314, 129.494, 8.334, 15.038 False
231.036, 129.495, 8.334, 15.071 False
230.759, 129.496, 8.334, 15.104 False
230.481, 129.497, 8.334, 15.137 False
230.203, 129.498, 8.334, 15.170 False
229.925, 129.498, 8.334, 15.203 False
229.647, 129.499, 8.334, 15.236 False
229.370, 129.499, 8.334, 15.269 False
229.092, 129.499, 8.334, 15.302 False
228.814, 129.500, 8.334, 15.335 False
228.536, 129.500, 8.334, 15.368 False
228.258, 129.501, 8.334, 15.401 False
227.981, 129.501, 8.334, 15.434 False
227.703, 129.501, 8.334, 15.467 False
